ID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q87,Field,Hierarchy,Junior,Norms Prestige,Norms Less well know,Stealing Ideas,Zero Sum,Seminar,Conferences,Collaborate,Cooperate,important_materials,important_manuscripts,plan_data,plan_code,plan_MS,plan_instrument,other_MS_require,other_MS_prestige,other_MS_cooper,other_MS_public,other_MS_lab,other_materials_require,other_materials_prestige,other_materials_cooper,other_materials_public,other_materials_lab,self_MS_require,self_MS_prestige,self_MS_cooper,self_MS_public,self_MS_lab,self_materials_require,self_materials_prestige,self_materials_cooper,self_materials_public,self_materials_lab,Years,Identify,control_MS,control_materials,field_talking,formal_training,man_use_now,man_use_future
148,6/9/22 9:18,6/9/22 9:32,0,92.169.58.196,100,809,1,6/9/22 9:32,R_3rM87pBrtaDPwSh,,,,,48.8323,2.4075,anonymous,EN,1,Earth Sciences,5,4,4,4,3,4,2,2,5,3,5,3,5,5,3,,5,5,4,2,5,2,3,4,2,4,4,4,5,2,3,4,3,4,2,3,9,4,5,5,4,1,1,2
190,6/9/22 16:03,6/9/22 16:08,0,18.31.0.162,100,326,1,6/9/22 16:08,R_3R8DtEUJVcOlRYz,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,4,4,5,5,3,2,4,5,5,4,5,5,4,4,4,5,4,3,5,4,5,2,2,2,3,5,3,3,4,3,5,3,3,3,9,5,3,3,4,2,1,1
301,6/16/22 8:37,6/16/22 8:46,0,107.77.223.187,100,526,1,6/16/22 8:46,R_2VyF7eqvcQ2nf6v,,,,,40.7263,-73.9818,anonymous,EN,1,Biology,4,2,3,5,4,5,5,2,5,4,5,4,5,5,5,5,4,5,4,2,4,5,4,4,3,5,5,5,5,3,5,5,5,5,5,5,9,5,3,1,4,1,1,1
484,7/12/22 9:32,7/12/22 9:53,0,18.29.26.205,100,1244,1,7/12/22 9:53,R_1LG9QXcJ8TflWek,,,,,42.3649,-71.0987,anonymous,EN,1,chemistry,5,5,2,5,4,1,5,3,5,5,5,5,5,3,5,,666,4,3,1,5,5,4,2,1,5,5,5,4,5,5,5,3,3,4,5,9,4,2,2,2,2,1,1
501,7/12/22 10:51,7/12/22 11:01,0,18.10.67.39,100,635,1,7/12/22 11:01,R_3D7wCFETBbAU1oN,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,5,1,2,5,4,1,4,1,3,5,5,5,5,5,5,5,4,1,3,4,666,3,2,4,3,4,3,1,3,3,3,3,1,4,3,2,9,4,4,4,4,1,1,2
510,7/12/22 9:30,7/12/22 15:21,0,208.127.79.164,100,21100,1,7/12/22 15:21,R_3nBkFBHq7p32y0W,,,,,42.3649,-71.0987,anonymous,EN,1,Electrical Engineering ,4,4,3,4,3,3,3,3,3,4,5,5,4,5,5,,666,5,4,3,,666,5,3,2,2,2,4,5,4,2,,,,,,9,4,4,4,3,2,20,1
513,7/12/22 17:23,7/12/22 17:33,0,66.31.124.159,100,594,1,7/12/22 17:33,R_2drUsiL5XPqwC66,,,,,42.3474,-71.1582,anonymous,EN,1,Computational genomics,3,2,4,4,4,2,2,2,4,4,5,5,5,5,5,,3,4,4,2,4,4,3,4,3,3,3,3,5,3,3,3,3,5,2,3,9,4,4,4,4,1,1,1
517,7/13/22 9:25,7/13/22 9:31,0,73.16.254.92,100,339,1,7/13/22 9:31,R_1E1enlcwF1tMllj,,,,,42.4597,-71.0638,anonymous,EN,1,Planetary Science,5,2,3,4,1,1,2,1,5,5,5,4,5,5,5,,666,3,3,666,666,4,3,4,666,5,3,3,5,3,4,3,3,5,3,4,9,3,3,4,3,2,1,1
6,6/9/22 6:48,6/9/22 6:53,0,18.25.27.77,100,302,1,6/9/22 6:53,R_1gIlmA9jaIlWwX2,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,4,2,3,2,2,4,3,1,3,4,5,5,2,4,5,,2,5,4,4,3,5,4,4,4,2,2,4,4,4,3,4,5,5,5,3,8,5,4,3,3,2,1,1
13,6/9/22 6:49,6/9/22 6:56,0,18.31.13.209,100,413,1,6/9/22 6:56,R_3mk1QfuklD1qwkT,,,,,42.3649,-71.0987,anonymous,EN,1,chemistry,5,2,5,5,5,4,2,3,5,5,5,5,4,5,5,,5,5,4,1,3,5,5,5,1,3,5,5,5,3,3,5,5,5,3,3,8,5,4,4,4,2,1,1
19,6/9/22 6:51,6/9/22 6:58,0,174.196.199.102,100,419,1,6/9/22 6:58,R_2y3j2VLOp4lfDwq,,,,,42.3388,-71.0726,anonymous,EN,1,Chemistry,5,3,4,4,4,4,1,3,5,4,5,5,5,,5,,5,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,8,5,4,4,4,2,1,1
20,6/9/22 6:52,6/9/22 6:58,0,66.30.113.58,100,334,1,6/9/22 6:58,R_7QWYUqtc3AIaXN7,,,,,42.3687,-71.0863,anonymous,EN,1,Neuroscience,5,2,2,1,4,1,1,2,4,4,5,5,5,5,5,5,5,4,3,2,4,5,4,3,2,4,5,4,3,2,4,5,4,3,2,4,8,5,3,2,5,2,1,1
22,6/9/22 6:50,6/9/22 6:58,0,18.25.24.224,100,520,1,6/9/22 6:58,R_2CynKLE0fGF5cKk,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,3,3,2,3,4,3,2,2,4,4,3,3,3,3,4,3,4,4,4,4,5,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,8,4,3,3,3,2,1,1
25,6/9/22 6:51,6/9/22 6:59,0,146.201.214.37,100,453,1,6/9/22 6:59,R_1QtGkNk7rOQ887j,,,,,30.4908,-84.3158,anonymous,EN,1,Condensed Matter Experiment (Physics),4,2,2,4,4,2,5,2,4,5,4,4,4,4,4,,2,4,4,3,4,4,2,3,3,4,1,4,3,4,3,,,,,,8,4,3,3,3,2,1,1
32,6/9/22 6:52,6/9/22 7:02,0,18.29.22.175,100,566,1,6/9/22 7:02,R_1mkZu5kPwXSyd72,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,4,4,2,4,5,2,4,5,5,5,,,,,4,4,2,2,4,4,4,3,4,4,,,,,,,,,,,8,4,3,2,4,2,1,2
39,6/9/22 6:48,6/9/22 7:07,0,98.217.7.46,100,1103,1,6/9/22 7:07,R_DvgLrDa4XRN9VE5,,,,,42.2546,-71.4564,anonymous,EN,1,Chemistry,5,2,4,4,3,4,2,3,4,5,5,3,3,4,3,3,4,4,3,3,4,3,3,4,3,4,4,4,4,3,4,3,3,4,3,4,8,4,3,3,3,2,1,1
93,6/9/22 7:42,6/9/22 7:54,0,72.74.232.77,100,710,1,6/9/22 7:54,R_87ChFisOZ1UFDPP,,,,,42.312,-71.1081,anonymous,EN,1,Cognitive Neuroscience,5,2,5,4,2,2,4,4,4,2,4,5,3,2,4,3,5,3,3,4,5,5,2,3,4,5,5,2,3,4,4,5,2,3,4,4,8,3,3,3,2,2,20,2
112,6/9/22 8:16,6/9/22 8:21,0,132.183.13.1,100,297,1,6/9/22 8:21,R_1dac4YgFm3BNnJ1,,,,,42.3634,-71.0713,anonymous,EN,1,Neuroscience,4,2,4,4,4,2,3,3,5,4,5,4,5,5,5,,5,1,2,2,5,5,3,3,4,5,3,4,5,4,4,3,4,5,5,3,8,3,2,4,4,1,1,1
127,6/9/22 7:56,6/9/22 8:47,0,66.30.9.182,100,3031,1,6/9/22 8:47,R_1mJkX20o5EYeqvF,,,,,42.3996,-71.1246,anonymous,EN,1,Astronomy,4,2,3,5,2,5,4,2,4,5,4,4,5,4,5,,1,5,4,2,4,2,4,4,2,3,1,5,5,4,4,1,4,5,4,4,8,4,2,2,4,2,1,2
129,6/9/22 8:48,6/9/22 8:52,0,18.31.7.126,100,268,1,6/9/22 8:52,R_1mXFDLGgug9QjhY,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,3,2,2,4,3,2,4,2,4,5,3,5,4,,5,,4,5,5,4,5,3,3,4,2,4,4,4,5,3,5,3,3,4,3,3,8,5,3,3,4,2,1,1
132,6/9/22 8:44,6/9/22 9:02,0,18.29.9.200,100,1102,1,6/9/22 9:02,R_2UcnqxmB6rG7y6q,,,,,42.3649,-71.0987,anonymous,EN,1,Quantum optics,4,1,3,4,2,3,2,1,4,4,5,5,5,3,5,,2,5,5,3,5,3,3,5,666,5,4,5,5,3,5,3,3,5,3,5,8,5,4,2,3,1,1,2
165,6/9/22 10:41,6/9/22 10:46,0,18.29.22.98,100,279,1,6/9/22 10:46,R_9Az0Le27pyZYEa5,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,5,2,3,5,4,2,5,4,5,5,5,5,,4,5,,1,5,5,2,666,5,1,3,1,666,5,1,2,1,,5,1,3,1,,8,5,4,4,2,1,20,2
171,6/9/22 10:26,6/9/22 11:07,0,192.54.222.145,100,2482,1,6/9/22 11:07,R_yDCr0V6uPgZSppL,,,,,42.3649,-71.0987,anonymous,EN,1,cognitive neuroscience,3,3,4,5,2,2,4,2,4,3,5,5,4,4,5,3,1,4,4,2,3,2,3,4,2,4,2,3,5,3,2,2,2,5,3,2,8,5,3,3,3,2,1,2
191,6/9/22 16:16,6/9/22 16:23,0,18.31.26.118,100,446,1,6/9/22 16:23,R_2eR74f2RzGKJqXK,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,3,1,2,3,4,1,2,3,3,5,5,4,3,4,3,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,3,2,4,2,20,1
195,6/9/22 18:54,6/9/22 19:07,0,18.29.19.129,100,765,1,6/9/22 19:07,R_6PyS12g9xURNOBX,,,,,42.3649,-71.0987,anonymous,EN,1,Cognitive Development,3,1,3,3,1,1,3,2,5,5,5,5,5,5,5,5,4,2,5,2,5,4,2,5,1,5,1,4,5,4,5,1,3,5,1,1,8,4,4,4,5,1,1,1
203,6/10/22 9:46,6/10/22 9:50,0,66.31.202.191,100,260,1,6/10/22 9:50,R_2ZOAtNzmXvD57vm,,,,,42.3649,-71.0987,anonymous,EN,1,Biochemistry,5,3,5,5,4,5,2,2,5,4,5,5,5,5,5,5,666,5,4,4,5,666,4,4,3,5,,4,5,5,5,,4,5,5,5,8,5,3,3,5,2,1,1
204,6/10/22 9:57,6/10/22 10:09,0,18.4.1.147,100,672,1,6/10/22 10:09,R_2D01QBIJNtLarSx,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,4,2,4,4,2,2,2,2,4,4,4,4,5,,4,,666,4,5,3,5,666,4,5,4,5,1,4,5,4,5,1,4,5,4,5,8,4,4,4,3,2,1,1
217,6/14/22 7:59,6/14/22 8:09,0,47.14.5.26,100,589,1,6/14/22 8:09,R_21p90A915SUGuK0,,,,,42.7514,-71.5786,anonymous,EN,1,Computational earth science,5,1,5,5,4,2,1,1,5,2,5,5,5,5,5,,1,1,3,3,1,2,1,5,5,1,1,3,5,5,1,1,3,5,5,1,8,5,5,5,3,1,1,2
287,6/16/22 8:24,6/16/22 8:32,0,18.25.31.220,100,446,1,6/16/22 8:32,R_1H0QJgciCVMLpWW,,,,,42.3649,-71.0987,anonymous,EN,1,Biomedical engineering ,4,2,3,4,4,3,2,2,5,5,5,5,5,5,4,5,666,3,666,666,3,666,3,3,666,3,,1,4,4,3,,1,3,3,3,8,5,3,3,4,2,1,2
293,6/16/22 8:26,6/16/22 8:39,0,18.29.31.99,100,775,1,6/16/22 8:39,R_1MTcdGyvkzTQCnl,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,5,2,5,4,2,1,4,4,5,4,5,5,5,,5,,5,5,3,3,5,5,5,3,3,5,5,5,5,5,5,,,,,,8,5,3,3,4,2,20,2
309,6/16/22 8:43,6/16/22 8:55,0,18.29.15.89,100,746,1,6/16/22 8:55,R_3pl3zVNQcHiqXvr,,,,,42.3649,-71.0987,anonymous,EN,1,astrophysics,4,2,3,4,4,1,5,4,4,5,5,5,3,5,5,,3,4,5,1,4,3,4,5,1,3,3,5,5,5,5,2,3,5,1,3,8,5,3,4,3,2,1,2
399,6/20/22 16:02,6/20/22 16:23,0,99.100.184.33,100,1245,1,6/20/22 16:23,R_2amNxEc9bTqB0lo,,,,,43.0725,-89.4491,anonymous,EN,1,Biology,5,5,5,5,4,5,4,1,5,5,5,4,5,5,3,,5,1,4,5,5,3,2,5,2,3,,4,5,5,,,3,5,5,,8,4,1,4,3,2,1,2
471,7/12/22 9:30,7/12/22 9:34,0,18.31.11.161,100,240,1,7/12/22 9:34,R_1pGWJkHw4CSVaFo,,,,,42.3649,-71.0987,anonymous,EN,1,Quantum Information Science,4,2,4,5,2,2,2,2,5,5,4,5,,4,5,,1,4,4,2,3,4,1,2,2,2,1,5,4,1,3,1,3,5,1,3,8,4,4,4,2,2,1,2
502,7/12/22 11:05,7/12/22 11:12,0,18.29.25.240,100,412,1,7/12/22 11:12,R_22tsvUccaGaiurD,,,,,42.3649,-71.0987,anonymous,EN,1,Microbial biogeochemistry,4,4,2,4,2,4,4,1,5,5,5,4,5,5,5,5,5,4,5,1,666,5,3,4,2,4,5,4,5,3,4,5,4,5,3,4,8,5,4,4,4,2,1,2
509,7/12/22 15:06,7/12/22 15:13,0,86.106.143.86,100,463,1,7/12/22 15:13,R_12rp2bkR0btQkCO,,,,,40.7157,-74,anonymous,EN,1,planetary science,4,2,2,4,2,4,3,1,5,4,3,5,,2,5,,3,3,4,4,3,4,3,4,3,4,2,1,3,3,1,,,,,,8,3,4,2,3,1,1,1
514,7/12/22 10:23,7/12/22 18:39,0,204.144.15.30,100,29770,1,7/12/22 18:39,R_2Cfy7hNqvBzcdOo,,,,,42.0641,-71.0881,anonymous,EN,1,Chemical physics ,3,3,3,4,3,3,3,1,4,4,5,4,4,4,4,,666,4,3,3,5,3,3,666,666,5,3,4,3,3,4,3,3,4,4,4,8,5,5,5,4,2,20,1
516,7/12/22 20:13,7/12/22 20:25,0,24.60.249.222,100,697,1,7/12/22 20:25,R_2aCtbaNYhHDaWFD,,,,,42.3474,-71.1582,anonymous,EN,1,Condensed matter experiments,3,2,4,2,3,3,2,3,5,4,5,5,5,5,5,5,4,2,3,4,5,3,2,3,3,4,2,2,5,5,5,2,3,4,4,4,8,5,4,4,5,1,1,1
15,6/9/22 6:49,6/9/22 6:56,0,24.61.42.106,100,448,1,6/9/22 6:56,R_802yBVIEUsq7ei5,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,4,2,4,2,2,2,5,2,5,5,4,5,2,4,5,1,5,5,5,2,5,3,1,5,1,1,5,5,5,2,5,1,2,4,1,1,7,4,4,4,3,2,1,1
24,6/9/22 6:54,6/9/22 6:59,0,209.6.138.179,100,298,1,6/9/22 6:59,R_1op52mKU4SQAEvV,,,,,42.3399,-71.1245,anonymous,EN,1,Biology,5,4,4,4,2,2,5,1,5,4,5,4,5,4,3,,5,3,4,3,666,5,4,5,3,666,5,3,5,4,2,5,4,5,3,3,7,4,2,2,3,2,1,1
28,6/9/22 6:54,6/9/22 7:01,0,18.10.86.137,100,418,1,6/9/22 7:01,R_25R9frGwXdEbLVj,,,,,42.3649,-71.0987,anonymous,EN,1,Genomics,3,3,4,5,2,2,5,3,5,5,5,4,4,4,4,4,4,4,3,4,5,4,4,3,4,5,1,4,3,4,5,1,4,4,4,1,7,3,2,2,5,1,1,1
33,6/9/22 6:58,6/9/22 7:02,0,18.4.1.145,100,218,1,6/9/22 7:02,R_djnkJhwbpHnozER,,,,,42.3649,-71.0987,anonymous,EN,1,Biology,3,3,3,3,4,2,4,2,3,4,5,4,4,4,4,4,2,4,3,1,2,2,3,4,1,2,1,5,5,1,3,2,5,5,1,2,7,5,4,4,3,2,20,1
52,6/9/22 6:48,6/9/22 7:16,0,73.219.64.227,100,1700,1,6/9/22 7:16,R_XSzxUAgq9oVqs8x,,,,,42.3737,-71.1284,anonymous,EN,1,physics,4,4,4,5,3,4,5,2,3,3,4,3,4,3,4,,2,3,2,2,2,2,3,3,3,3,2,3,4,3,2,5,3,3,3,5,7,2,2,2,2,2,1,1
53,6/9/22 7:13,6/9/22 7:17,0,18.29.21.161,100,210,1,6/9/22 7:17,R_1JLQh8H7GTiuOu5,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,5,4,5,4,4,3,4,2,5,5,2,2,3,3,4,3,5,5,5,5,4,4,4,5,5,4,5,5,5,5,4,5,5,4,5,3,7,5,4,4,5,1,1,1
55,6/9/22 7:11,6/9/22 7:17,0,131.109.18.4,100,398,1,6/9/22 7:17,R_3PKW8r88mgqACDc,,,,,41.4866,-71.3295,anonymous,EN,1,Chemistry,4,3,5,5,5,4,5,2,5,4,5,3,,,,,666,3,3,3,5,1,5,5,2,5,3,3,5,4,5,1,4,5,2,5,7,5,1,1,5,2,1,1
57,6/9/22 7:07,6/9/22 7:18,0,18.29.13.154,100,662,1,6/9/22 7:18,R_SZhSQrZkIatr5UB,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,5,1,4,5,1,2,2,1,5,5,5,5,5,4,5,4,5,4,5,5,4,5,2,5,5,2,4,3,5,5,4,5,4,5,5,4,7,5,2,2,2,2,1,1
69,6/9/22 7:19,6/9/22 7:27,0,71.192.201.100,100,493,1,6/9/22 7:27,R_1iqBDdlsZkzbRqA,,,,,42.4178,-71.1134,anonymous,EN,1,Neuroscience,3,3,2,3,2,3,3,2,4,2,5,4,4,4,5,4,4,3,3,2,4,4,3,3,2,3,5,3,4,4,4,5,2,3,4,4,7,2,2,2,2,2,1,1
73,6/9/22 7:29,6/9/22 7:32,0,79.158.136.220,100,174,1,6/9/22 7:32,R_1QLdMoo50Kfe4Fa,,,,,41.314,2.0127,anonymous,EN,1,Immunology,4,2,4,2,5,3,4,3,5,5,5,5,5,4,3,3,4,1,5,4,,5,2,3,2,,,,,,,,,,,,7,2,5,5,3,2,1,2
88,6/9/22 7:42,6/9/22 7:47,0,66.31.133.109,100,301,1,6/9/22 7:47,R_cNH95CBBqbWvXyh,,,,,42.3725,-71.1814,anonymous,EN,1,Biochemistry,4,2,5,5,3,4,4,2,4,3,5,4,5,,3,,5,4,4,2,5,5,2,4,2,5,5,3,4,3,5,5,1,4,2,5,7,3,2,3,4,2,1,1
147,6/9/22 9:20,6/9/22 9:26,0,18.29.13.192,100,344,1,6/9/22 9:26,R_1DT0IbSppgak1kE,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry ,5,3,4,4,4,2,4,3,4,5,2,5,3,,4,,4,2,3,666,2,2,2,3,2,4,2,2,3,2,3,3,2,2,2,3,7,4,3,3,3,2,20,2
276,6/16/22 8:16,6/16/22 8:23,0,18.29.6.246,100,369,1,6/16/22 8:23,R_21GmxZMwMSiRXJN,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience ,4,1,2,4,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,7,4,1,1,2,2,1,1
325,6/16/22 9:18,6/16/22 9:25,0,18.31.8.214,100,437,1,6/16/22 9:25,R_1jVXlI55kaHzPla,,,,,42.3649,-71.0987,anonymous,EN,1,Bioengineering ,5,1,4,1,4,2,3,2,5,5,5,3,3,5,5,4,5,5,4,2,5,5,3,4,2,3,5,5,5,4,5,5,4,5,5,5,7,5,4,5,5,1,1,1
332,6/16/22 9:05,6/16/22 9:47,0,18.29.25.161,100,2526,1,6/16/22 9:47,R_2xFtqgVu1oE264s,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,5,5,5,1,4,4,3,5,3,5,5,5,5,5,5,5,5,3,2,5,5,5,3,2,5,4,5,5,4,5,3,4,5,5,4,7,5,3,3,5,2,1,1
333,6/16/22 9:43,6/16/22 9:49,0,73.89.27.173,100,341,1,6/16/22 9:49,R_3IVMoOzq77bCxOD,,,,,42.3912,-71.0882,anonymous,EN,1,Chemistry,4,2,3,3,4,3,3,2,3,4,5,5,3,,4,,5,4,5,4,5,666,666,666,666,666,1,1,5,5,1,1,1,5,5,1,7,4,2,2,3,1,1,2
358,6/16/22 11:05,6/16/22 11:08,0,73.234.84.184,100,192,1,6/16/22 11:08,R_2Cfjex5dBAzJezH,,,,,41.5953,-70.5705,anonymous,EN,1,Chemical Oceanography,4,2,4,5,2,2,4,5,5,5,5,2,5,,2,,3,666,4,5,4,5,2,4,4,5,,,,,,5,1,5,2,5,7,3,3,3,3,2,20,2
402,6/20/22 21:26,6/20/22 21:38,0,50.217.22.242,100,721,1,6/20/22 21:38,R_2UbDROYF65ohF0a,,,,,41.8825,-87.7185,anonymous,EN,1,Electric Power Systems and Control Systems,3,4,4,4,3,1,4,3,4,4,2,4,1,1,5,,666,5,4,3,2,3,3,4,2,2,3,4,3,2,1,3,1,5,2,1,7,4,4,2,2,2,1,1
405,6/22/22 8:56,6/22/22 9:28,0,207.38.129.200,100,1916,1,6/22/22 9:28,R_Xz9ehLvob06FwK5,,,,,40.7263,-73.9818,anonymous,EN,1,Physical chemistry,5,5,5,5,2,4,5,4,5,5,5,5,5,5,5,,5,5,4,2,4,5,5,4,2,5,3,2,5,5,3,3,2,5,5,3,7,4,4,4,2,1,1,1
485,7/12/22 9:46,7/12/22 9:54,0,18.10.67.93,100,470,1,7/12/22 9:54,R_3ewpr1mjRs5Ag8j,,,,,42.3649,-71.0987,anonymous,EN,1,Neuroscience,3,5,3,5,3,4,4,1,5,4,5,3,4,4,3,,5,4,4,3,5,5,1,3,3,5,4,2,4,5,5,4,2,5,5,5,7,5,3,3,4,2,1,1
499,7/12/22 10:49,7/12/22 10:55,0,67.188.175.43,100,345,1,7/12/22 10:55,R_30iutUGWZa4RGMt,,,,,37.8767,-122.2676,anonymous,EN,1,Physics,4,1,2,4,4,2,4,2,3,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,4,4,5,5,5,4,4,5,7,4,4,4,4,2,1,1
522,7/13/22 13:20,7/13/22 13:31,0,18.29.28.67,100,623,1,7/13/22 13:31,R_UF9BbXdKllOl9WV,,,,,42.3649,-71.0987,anonymous,EN,1,Machine Learning,2,2,4,3,2,3,2,4,4,5,5,5,4,5,5,,3,5,3,2,4,3,4,4,3,2,3,4,4,3,4,4,4,4,4,4,7,4,4,4,3,2,1,1
523,7/14/22 13:49,7/14/22 13:58,0,24.61.229.5,100,557,1,7/14/22 13:58,R_1EXX54XZ7WNydFC,,,,,42.3364,-71.0326,anonymous,EN,1,Computer science,4,2,4,4,4,3,4,4,3,4,5,5,2,5,5,2,4,4,4,4,4,4,4,4,4,3,3,5,5,4,5,3,5,4,5,5,7,4,3,3,4,1,1,1
580,7/21/22 10:56,7/21/22 11:02,0,18.29.25.31,100,321,1,7/21/22 11:02,R_w4B44vHjiAxXxpT,,,,,42.3649,-71.0987,anonymous,EN,1,chemistry,4,3,4,3,2,2,2,3,3,4,5,4,5,5,5,,4,4,3,2,4,5,3,4,2,4,2,3,5,,4,,3,5,,3,7,3,3,4,3,2,1,1
3,6/9/22 6:48,6/9/22 6:51,0,73.149.197.89,100,212,1,6/9/22 6:51,R_31mzULYDXLel096,,,,,42.3737,-71.1284,anonymous,EN,1,Chemistry,5,2,5,2,5,4,4,5,4,2,5,5,4,3,4,4,5,3,2,2,5,4,4,3,2,5,4,2,3,4,5,3,3,3,3,5,6,4,2,2,3,2,20,1
10,6/9/22 6:51,6/9/22 6:54,0,209.6.138.198,100,214,1,6/9/22 6:54,R_V3yXy3LYBu5H6sF,,,,,42.3399,-71.1245,anonymous,EN,1,Astrophysics,4,1,4,5,4,2,1,4,2,5,5,5,5,5,5,,5,5,5,1,2,5,2,4,3,4,1,5,5,5,1,1,4,5,3,1,6,3,5,5,5,2,1,1
11,6/9/22 6:49,6/9/22 6:55,0,18.4.1.147,100,378,1,6/9/22 6:55,R_2ZZDuXpJ5qIDe0x,,,,,42.3649,-71.0987,anonymous,EN,1,biology,5,2,4,5,4,3,4,3,4,4,5,4,,,,,3,4,2,2,5,3,4,3,3,5,,,,,5,,,,,5,6,3,2,2,4,2,1,1
18,6/9/22 6:49,6/9/22 6:58,0,18.10.95.143,100,536,1,6/9/22 6:58,R_2VDPu0D0YZpEQrJ,,,,,42.3649,-71.0987,anonymous,EN,1,Geosciences,5,2,4,4,4,4,4,3,5,5,5,5,5,4,5,,5,5,3,4,5,5,3,1,2,5,1,5,4,4,4,3,1,5,5,3,6,4,4,3,4,2,1,2
40,6/9/22 6:51,6/9/22 7:07,0,125.186.191.170,100,941,1,6/9/22 7:07,R_Zy239jOSXCWFY0V,,,,,37.5003,126.9565,anonymous,EN,1,Chemistry,4,2,3,2,4,3,4,3,4,5,3,4,4,5,,5,3,2,4,5,3,4,2,5,5,4,2,1,5,5,4,2,1,5,5,4,6,3,3,3,3,2,1,1
41,6/9/22 6:50,6/9/22 7:08,0,18.29.0.88,100,1062,1,6/9/22 7:08,R_1f3IoBtyAGWZwDw,,,,,42.3649,-71.0987,anonymous,EN,1,Materials Science & Engineering,4,4,4,5,4,1,4,2,5,5,4,5,4,,2,,5,2,4,3,5,5,3,4,3,5,,,,,,3,1,5,5,5,6,5,1,2,3,2,20,2
49,6/9/22 7:01,6/9/22 7:11,0,18.29.28.129,100,599,1,6/9/22 7:11,R_1gGfMzDiUnwEBIr,,,,,42.3649,-71.0987,anonymous,EN,1,Geology,5,5,5,5,4,4,2,5,4,5,4,4,5,5,5,,666,4,4,3,666,5,5,3,2,666,1,4,5,3,1,3,4,5,4,1,6,5,2,2,2,1,1,1
64,6/9/22 6:56,6/9/22 7:23,0,18.29.9.164,100,1635,1,6/9/22 7:23,R_3J9GsX5P1CTAJ6P,,,,,42.3649,-71.0987,anonymous,EN,1,Tumor Immunology,5,4,4,4,4,4,4,3,4,5,5,3,5,5,4,5,5,3,3,2,4,4,2,2,2,4,5,4,4,3,5,5,3,4,3,5,6,5,3,2,5,2,1,1
75,6/9/22 7:28,6/9/22 7:33,0,18.29.17.114,100,299,1,6/9/22 7:33,R_Q3R2a0MlYl0FE5j,,,,,42.3649,-71.0987,anonymous,EN,1,Chemistry,5,2,3,2,4,4,4,2,5,5,4,5,,,,,4,5,5,3,4,5,2,3,2,4,,,,,,,,,,,6,4,2,3,4,2,20,2
80,6/9/22 6:58,6/9/22 7:39,0,18.29.11.43,100,2482,1,6/9/22 7:39,R_28M9REAghKzMiWv,,,,,42.3649,-71.0987,anonymous,EN,1,Astrophysics,4,2,2,4,3,2,4,1,4,5,3,5,4,2,5,,4,3,5,3,1,4,3,5,2,1,1,4,4,3,1,1,3,4,3,1,6,3,2,4,4,2,1,1
81,6/9/22 7:32,6/9/22 7:41,0,18.29.13.157,100,524,1,6/9/22 7:41,R_eqH5QbX1MXeekUh,,,,,42.3649,-71.0987,anonymous,EN,1,Physics,4,4,3,5,5,4,4,2,4,4,4,5,3,3,5,,1,4,4,2,4,1,2,3,1,3,1,4,4,2,3,1,2,4,2,4,6,5,3,2,2,1,1,1
83,6/9/22 7:35,6/9/22 7:42,0,130.44.153.36,100,419,1,6/9/22 7:42,R_3J4KCzK0ThRkLop,,,,,42.3797,-71.1034,anonymous,EN,1,Geology,2,1,2,3,1,2,2,2,5,5,4,4,5,5,5,4,3,3,4,4,5,4,4,4,4,4,4,3,5,4,4,4,3,4,4,4,6,4,4,4,5,1,1,2
90,6/9/22 7:33,6/9/22 7:48,0,107.77.223.58,100,884,1,6/9/22 7:48,R_4PfxjwMPjEUazzb,,,,,40.7263,-73.9818,anonymous,EN,1,Neuroscience,5,3,4,4,4,5,5,3,5,5,5,5,4,4,5,5,3,3,5,3,666,666,666,5,666,666,1,1,5,5,3,3,1,5,4,3,6,4,2,2,2,2,1,1
